,full_name,selling_price,year,km_driven,fuel_type,transmission_type,mileage,engine
354,Ford Ecosport 2015-2021,5.7,2015,58000,Diesel,Manual,23.0,1498
355,Renault KWID 1.0,3.06,2018,22000,Petrol,Manual,23.01,999
356,Maruti Celerio ZXI,4.15,2016,62000,Petrol,Automatic,23.1,998
357,Maruti Swift VXI,3.0,2012,41000,Petrol,Manual,18.6,1197
358,Honda City i,5.49,2014,55000,Diesel,Manual,26.0,1498
359,Maruti Swift Dzire,4.75,2016,47000,Petrol,Manual,22.0,1197
360,Honda City i,4.1,2014,144000,Diesel,Manual,26.0,1498
361,Maruti Ciaz AT,7.95,2016,20500,Petrol,Automatic,19.12,1373
362,Hyundai i20 Asta,8.2,2016,30000,Diesel,Manual,22.54,1396
363,Mahindra Scorpio EX,6.25,2012,32208,Diesel,Manual,14.0,2523
364,Datsun GO T,3.7,2018,68000,Petrol,Manual,19.83,1198
365,Maruti Swift LXI,5.35,2019,14499,Petrol,Manual,22.0,1197
366,Maruti Eeco 5,2.75,2015,39900,CNG,Manual,15.1,1196
367,Maruti Swift Dzire,5.5,2014,40000,Petrol,Manual,19.1,1197
368,Hyundai Grand i10,5.1,2018,10000,Petrol,Manual,18.9,1197
369,Maruti Baleno Alpha,8.0,2018,10000,Petrol,Automatic,21.4,1197
370,Maruti Swift VXI,5.92,2019,30000,Petrol,Manual,21.21,1197
371,Honda Amaze V,7.85,2019,4717,Petrol,Automatic,19.0,1199
372,Maruti Ciaz VXi,6.25,2016,30000,Petrol,Manual,20.73,1373
373,Ford Ecosport 1.5,4.7,2014,150000,Diesel,Manual,22.7,1498
374,Honda City i,5.7,2014,100000,Diesel,Manual,26.0,1498
375,Ford Ecosport 1.5,5.25,2015,61000,Petrol,Manual,15.8,1499
376,Honda Jazz X,3.2,2012,58000,Petrol,Manual,16.7,1198
377,Hyundai Elantra CRDi,5.9,2013,56000,Diesel,Automatic,19.5,1582
378,Mahindra XUV500 W8,5.85,2012,100000,Diesel,Manual,15.1,2179
379,Honda City i,7.0,2016,70333,Petrol,Manual,17.8,1497
380,Hyundai i20 2015-2017,5.0,2017,90000,Petrol,Manual,18.6,1197
381,Hyundai i20 Sportz,4.75,2015,25000,Petrol,Manual,18.6,1197
382,Skoda Superb 1.8,3.5,2011,92000,Petrol,Manual,13.14,1798
383,Maruti Celerio ZXI,4.95,2018,24000,Petrol,Manual,21.63,998
384,Mahindra Scorpio S10,9.0,2015,140000,Diesel,Manual,15.4,2179
385,Tata Tiago 1.2,4.0,2018,110000,Petrol,Manual,23.84,1199
386,Tata Tiago 1.2,4.7,2017,1000,Petrol,Manual,23.84,1199
387,Honda City i-VTEC,7.85,2017,32440,Petrol,Manual,17.4,1497
388,Datsun RediGO 1.0,2.7,2018,30000,Petrol,Manual,22.5,999
389,Maruti Wagon R,2.6,2013,67000,CNG,Manual,32.52,998
390,Maruti Swift VXI,5.4,2018,50000,Petrol,Manual,21.21,1197
391,Mahindra Thar CRDe,6.2,2016,40000,Diesel,Manual,16.55,2498
392,Honda City 1.5,3.5,2011,60000,Petrol,Manual,17.0,1497
393,Honda City i,5.5,2014,110000,Diesel,Manual,25.1,1498
394,Maruti Ertiga VXI,7.4,2019,20000,Petrol,Manual,19.34,1462
395,Tata Tiago 1.2,4.5,2018,15000,Petrol,Manual,23.84,1199
396,Hyundai Verna 1.6,7.5,2017,15000,Petrol,Automatic,15.74,1591
397,Maruti Swift VXI,3.45,2013,73695,Petrol,Manual,18.6,1197
398,Hyundai Verna Transform,3.7,2010,10000,Petrol,Manual,16.2,1599
399,Maruti Alto 800,2.3,2014,14971,Petrol,Manual,22.74,796
400,Mahindra Bolero 2011-2019,5.5,2015,50000,Diesel,Manual,15.96,2523
401,Ford Figo Aspire,5.5,2018,64000,Diesel,Manual,24.4,1499
402,Mahindra Scorpio S10,8.9,2015,93469,Diesel,Manual,15.4,2179
403,Mahindra Bolero 2011-2019,5.0,2013,35000,Diesel,Manual,15.96,2523
404,Skoda Rapid 1.6,8.5,2017,18000,Petrol,Automatic,14.84,1598
405,Ford Figo Petrol,3.35,2015,34500,Petrol,Manual,15.6,1196
406,Maruti Swift Dzire,6.1,2018,43000,Petrol,Automatic,21.21,1197
407,Maruti Baleno Alpha,8.34,2018,20000,Petrol,Automatic,21.4,1197
408,Ford Figo Diesel,1.7,2011,100000,Diesel,Manual,20.0,1399
409,Honda City i,4.5,2014,120000,Diesel,Manual,26.0,1498
410,Maruti Ertiga ZXI,9.0,2019,25000,Petrol,Automatic,18.69,1462
411,Volkswagen Vento Petrol,3.6,2011,98000,Petrol,Manual,15.04,1598
412,Mahindra Bolero 2011-2019,5.51,2015,60000,Diesel,Manual,15.96,2523
413,Maruti Eeco Flexi,2.5,2015,60000,CNG,Manual,20.0,1196
414,Maruti Wagon R,3.9,2016,35000,Petrol,Manual,21.5,1197
415,Hyundai Verna Xi,1.3,2008,80000,Petrol,Manual,13.9,1599
416,Maruti Swift VXI,4.95,2016,37000,Petrol,Manual,18.6,1197
417,Honda WR-V i-VTEC,8.0,2017,10000,Petrol,Manual,17.5,1199
418,Renault KWID 1.0,2.6,2017,40000,Petrol,Manual,23.01,999
419,Hyundai Grand i10,4.6,2016,60000,Petrol,Manual,18.9,1197
420,Hyundai i20 Magna,4.5,2014,100000,Diesel,Manual,21.9,1396
421,Maruti Wagon R,1.05,2007,55000,Petrol,Manual,18.9,1061
422,Ford Ecosport 2015-2021,5.25,2016,67000,Diesel,Manual,22.77,1498
423,Renault KWID Climber,3.41,2017,10000,Petrol,Automatic,24.04,999
424,Hyundai Creta 1.6,7.75,2016,20699,Petrol,Manual,15.29,1591
425,Honda Amaze SX,3.2,2014,89000,Diesel,Manual,25.8,1498
426,Skoda Rapid 1.6,5.99,2017,59000,Petrol,Automatic,14.3,1598
427,Mahindra Scorpio S2,7.5,2014,120000,Diesel,Manual,15.4,2523
428,Maruti Alto 800,3.0,2019,10300,Petrol,Manual,24.7,796
429,Maruti Swift Dzire,4.35,2014,36000,Petrol,Manual,17.5,1197
430,Honda Jazz Mode,3.2,2011,60000,Petrol,Manual,16.0,1198
431,Hyundai Verna 1.6,4.15,2012,96000,Diesel,Manual,22.32,1582
432,Maruti Alto 800,2.0,2015,90000,Petrol,Manual,22.74,796
433,Maruti Ertiga VXI,6.95,2017,41000,Petrol,Manual,16.02,1373
434,Maruti Wagon R,3.0,2012,59000,Petrol,Manual,18.9,998
435,Maruti Wagon R,3.57,2018,45874,CNG,Manual,26.6,998
436,Honda Amaze E,3.2,2016,100000,Diesel,Manual,25.8,1498
437,Ford Figo Diesel,2.5,2011,10000,Diesel,Manual,20.0,1399
438,Maruti Ciaz 1.4,7.7,2017,40000,Petrol,Automatic,19.12,1373
439,Ford Ecosport 2015-2021,7.0,2017,40000,Petrol,Manual,15.85,1499
440,Hyundai i20 1.2,6.0,2017,45000,Petrol,Manual,18.6,1197
441,Honda City i,7.5,2016,60000,Diesel,Manual,26.0,1498
442,Maruti Baleno Delta,5.1,2015,38819,Petrol,Manual,21.4,1197
443,Honda WR-V i-VTEC,8.75,2019,5700,Petrol,Manual,17.5,1199
444,Maruti Wagon R,2.95,2014,50000,Petrol,Manual,20.51,998
445,Tata Tiago 1.2,3.8,2017,35000,Petrol,Manual,23.84,1199
446,Mahindra Scorpio 2009-2014,6.5,2014,70000,Diesel,Manual,14.0,2523
447,Hyundai Verna 1.6,4.5,2013,59867,Diesel,Manual,22.32,1582
448,Maruti S-Presso VXI,4.2,2019,8400,Petrol,Manual,21.7,998
449,Maruti Celerio VXI,3.6,2014,9000,Petrol,Automatic,23.1,998
450,Tata Safari 2005-2017,2.5,2012,94000,Diesel,Manual,13.93,2179
451,Honda Amaze S,6.4,2019,25000,Petrol,Manual,18.6,1199
452,Mahindra XUV500 2011-2015,7.0,2013,90000,Diesel,Manual,15.1,2179
453,Hyundai Verna VTVT,9.0,2017,19000,Petrol,Manual,17.0,1591
454,Maruti Swift ZXI,2.4,2008,75900,Petrol,Manual,16.1,1298
455,Hyundai i20 1.2,6.55,2017,33230,Petrol,Manual,18.6,1197
456,Ford Figo 1.2P,2.9,2015,58000,Petrol,Manual,18.16,1196
457,Hyundai Grand i10,4.25,2017,17000,Petrol,Manual,18.9,1197
458,Honda City 2017-2020,5.8,2013,74000,Petrol,Manual,16.9,1497
459,Hyundai Grand i10,5.4,2014,40000,Petrol,Manual,18.9,1197
460,Datsun GO Plus,3.0,2015,70000,Petrol,Manual,20.62,1198
461,Maruti Swift Dzire,6.4,2019,10000,Petrol,Manual,21.21,1197
462,Tata Tiago 2019-2020,5.35,2020,10000,Petrol,Manual,23.84,1199
463,Honda City 1.5,2.62,2009,66000,Petrol,Manual,17.0,1497
464,Hyundai i20 Sportz,3.5,2013,110000,Diesel,Manual,21.9,1396
465,Maruti Ertiga BSIV,7.2,2018,25000,Petrol,Manual,17.5,1373
466,Maruti Alto 800,2.25,2016,30000,Petrol,Manual,22.74,796
467,Mercedes-Benz E-Class E,8.9,2011,60000,Petrol,Manual,12.3,1796
468,Ford Endeavour 3.0L,4.25,2011,62000,Diesel,Automatic,11.4,2953
469,Tata Nexon 1.2,8.75,2019,6507,Petrol,Automatic,17.0,1198
470,Ford Aspire 1.2,5.9,2018,8000,Petrol,Manual,18.16,1196
471,Honda City V,4.4,2012,51000,Petrol,Manual,16.8,1497
472,Maruti Wagon R,3.5,2015,114183,Petrol,Manual,21.79,998
473,Hyundai Grand i10,6.5,2020,15000,Petrol,Automatic,20.7,1197
474,Honda City 1.5,2.6,2009,75000,Petrol,Manual,17.0,1497
475,Hyundai Grand i10,4.05,2015,50000,Petrol,Manual,18.9,1197
476,Mahindra Scorpio Intelli,9.7,2017,50000,Diesel,Manual,15.4,2179
477,Honda City i,6.5,2016,55000,Petrol,Manual,17.8,1497
478,Maruti Wagon R,2.75,2011,53000,Petrol,Manual,20.51,998
479,Hyundai Venue S,8.9,2020,5000,Diesel,Manual,23.7,1493
480,Hyundai Verna 1.6,3.6,2013,58000,Diesel,Manual,22.32,1582
481,Hyundai i20 Magna,6.2,2019,15000,Petrol,Manual,18.6,1197
482,Hyundai Grand i10,3.6,2015,55000,Petrol,Manual,18.9,1197
483,Datsun RediGO T,2.6,2019,10000,Petrol,Manual,22.7,799
484,Maruti Swift Dzire,6.5,2017,46122,Petrol,Automatic,22.0,1197
485,Maruti Eeco 7,2.15,2015,40000,Petrol,Manual,15.37,1196
486,Ford Ecosport 2015-2021,5.85,2016,23256,Petrol,Manual,17.0,1497
487,Honda City i,5.01,2014,46000,Diesel,Manual,26.0,1498
488,Mahindra Scorpio Adventure,9.0,2016,90000,Diesel,Manual,15.4,2179
489,Maruti Swift Dzire,3.25,2017,120000,Petrol,Manual,19.0,1197
490,Hyundai Grand i10,5.25,2018,15000,Petrol,Manual,18.9,1197
491,Tata Tiago 1.2,6.0,2019,15000,Petrol,Manual,23.84,1199
492,Skoda Rapid 1.6,4.25,2013,52000,Petrol,Manual,15.0,1598
493,Hyundai i20 2015-2017,5.26,2015,39000,Petrol,Manual,18.6,1197
494,Honda Amaze S,3.24,2013,73100,Diesel,Manual,25.8,1498
495,Hyundai Verna 1.6,5.0,2013,100000,Diesel,Manual,22.32,1582
496,Maruti Dzire LXI,3.85,2015,50000,Petrol,Manual,23.26,1197
497,Maruti Swift VXI,5.5,2018,40000,Petrol,Manual,22.0,1197
498,Hyundai Verna 1.6,7.8,2016,25000,Petrol,Manual,17.01,1591
499,Maruti Swift VXI,4.5,2015,45864,Petrol,Manual,20.4,1197
500,Mahindra Scorpio VLX,5.56,2011,60000,Diesel,Manual,12.05,2179
501,Mahindra XUV500 W6,8.25,2014,170000,Diesel,Manual,15.1,2179
502,Honda Amaze VX,5.51,2016,13433,Petrol,Manual,17.8,1198
503,Hyundai i20 Sportz,6.0,2015,35000,Diesel,Manual,22.54,1396
504,Hyundai Santro Era,4.1,2019,5000,Petrol,Manual,20.3,1086
505,Maruti Swift VXI,5.75,2018,32400,Petrol,Manual,22.0,1197
506,Mahindra Thar CRDe,7.0,2014,60000,Diesel,Manual,16.55,2498
507,Hyundai Grand i10,4.25,2015,59000,Petrol,Manual,18.9,1197
508,Hyundai Grand i10,6.0,2019,30000,Petrol,Manual,18.9,1197
509,Hyundai Creta 1.6,9.98,2016,66500,Petrol,Automatic,13.0,1591
510,Hyundai i20 Magna,5.0,2014,24000,Petrol,Manual,18.6,1197
511,Honda Amaze S,4.45,2014,27233,Diesel,Manual,25.8,1498
512,Ford Figo Diesel,2.8,2013,43434,Diesel,Manual,20.0,1399
513,Volkswagen Polo Petrol,2.45,2011,63000,Petrol,Manual,16.47,1198
514,Mahindra XUV500 W6,5.7,2013,51674,Diesel,Manual,15.1,2179
515,Datsun RediGO T,2.45,2016,10000,Petrol,Manual,22.7,799
516,Hyundai i20 Magna,3.5,2013,35858,Petrol,Manual,18.5,1197
517,Hyundai Verna CRDi,9.9,2018,18329,Diesel,Manual,22.0,1582
518,Mahindra Thar CRDe,5.0,2012,50000,Diesel,Manual,16.55,2498
519,Volkswagen Vento Petrol,3.85,2011,50000,Petrol,Manual,15.04,1598
520,Ford Ecosport 2015-2021,6.5,2016,72000,Diesel,Manual,22.77,1498
521,Honda City 1.5,3.0,2009,69000,Petrol,Manual,17.0,1497
522,Maruti Wagon R,2.25,2012,100000,Petrol,Manual,18.9,998
523,Hyundai Aura SX,9.0,2020,4500,Petrol,Manual,20.5,1197
524,Hyundai Verna 1.6,5.27,2014,70355,Diesel,Manual,22.32,1582
525,Honda Amaze S,6.5,2019,10000,Petrol,Manual,19.5,1199
526,Mahindra KUV 100,3.8,2017,20000,Petrol,Manual,18.15,1198
527,Hyundai i20 1.2,6.0,2018,35000,Petrol,Manual,18.6,1197
528,Maruti Alto 800,2.25,2014,50080,Petrol,Manual,22.74,796
529,Maruti Celerio ZXI,4.5,2017,20000,Petrol,Manual,23.1,998
530,Hyundai Creta 1.6,9.2,2019,39000,Petrol,Manual,15.8,1591
531,Maruti Swift AMT,6.3,2018,40000,Petrol,Automatic,22.0,1197
532,Maruti Baleno Delta,6.1,2019,18458,Petrol,Manual,21.01,1197
533,Maruti Wagon R,2.99,2015,18650,Petrol,Manual,21.5,1197
534,Honda City i-VTEC,9.6,2019,23000,Petrol,Manual,17.4,1497
535,Honda WR-V i-VTEC,7.75,2018,24000,Petrol,Manual,17.5,1199
536,Mahindra XUV500 W4,7.0,2013,148736,Diesel,Manual,15.1,2179
537,Honda City i,6.8,2016,80000,Petrol,Automatic,18.0,1497
538,Hyundai Grand i10,4.51,2018,10000,Petrol,Manual,18.9,1197
539,Maruti Swift Dzire,6.35,2018,20000,Petrol,Manual,21.21,1197
540,Mahindra Scorpio VLX,4.0,2010,186000,Diesel,Manual,12.05,2179
541,Tata Tigor 1.2,4.1,2018,50000,Petrol,Manual,20.3,1199
542,BMW 7 Series,7.5,2008,70000,Petrol,Automatic,8.45,2979
543,Toyota Fortuner 3.0,8.0,2010,100000,Diesel,Manual,11.5,2982
544,Hyundai Elantra CRDi,6.15,2013,90000,Diesel,Manual,22.7,1582
545,Honda Amaze S,7.2,2020,1800,Petrol,Manual,19.5,1199
546,Skoda Rapid 1.6,6.5,2015,35000,Petrol,Automatic,14.3,1598
547,Maruti Baleno Delta,6.1,2017,23200,Petrol,Manual,21.4,1197
548,Volkswagen Polo 1.2,3.5,2015,60000,Petrol,Manual,16.47,1198
549,Mahindra Scorpio 2006-2009,3.0,2008,120000,Diesel,Manual,10.5,2609
550,Mahindra Scorpio EX,5.0,2012,147000,Diesel,Manual,14.0,2523
551,Ford Figo 1.2P,4.2,2016,60000,Petrol,Manual,18.16,1196
552,Skoda Rapid 1.6,5.0,2012,120000,Petrol,Automatic,14.3,1598
553,Maruti Wagon R,4.0,2018,50000,Petrol,Manual,20.51,998
554,Honda WR-V i-VTEC,6.5,2017,21000,Petrol,Manual,17.5,1199
555,Honda City i,6.5,2015,50000,Petrol,Manual,17.4,1497
556,Ford Figo Diesel,1.73,2012,80000,Diesel,Manual,20.0,1399
557,Maruti Swift AMT,6.75,2019,8043,Petrol,Automatic,22.0,1197
558,Honda Amaze S,4.75,2016,35118,Petrol,Manual,17.8,1198
559,Maruti Celerio ZXI,4.8,2019,10000,Petrol,Manual,23.1,998
560,Maruti Wagon R,4.1,2018,16631,Petrol,Manual,20.51,998
561,Skoda Rapid 1.6,2.39,2013,50000,Petrol,Automatic,14.3,1598
562,Maruti Wagon R,2.48,2013,58000,Petrol,Manual,18.9,998
563,Honda Amaze S,4.7,2017,58900,Petrol,Manual,17.8,1198
564,Hyundai Santro Asta,5.5,2019,30000,Petrol,Manual,20.3,1086
565,Maruti Wagon R,1.99,2010,147626,Petrol,Manual,18.9,1061
566,Hyundai i20 1.4,3.68,2014,67300,Diesel,Manual,23.0,1396
567,Hyundai Elantra CRDi,7.95,2015,65000,Diesel,Automatic,19.5,1582
568,Hyundai i20 1.2,5.5,2017,44000,Petrol,Manual,18.6,1197
569,Maruti Wagon R,4.0,2012,16000,Petrol,Manual,18.9,998
570,Datsun GO Anniversary,3.0,2017,20000,Petrol,Manual,20.63,1198
571,Hyundai Grand i10,4.55,2016,46000,Petrol,Manual,18.9,1197
572,Maruti Swift ZXI,4.5,2014,70000,Petrol,Manual,18.6,1197
573,Hyundai Santro Asta,5.5,2019,5000,Petrol,Manual,20.3,1086
574,Maruti Swift Dzire,4.2,2013,110000,Petrol,Manual,19.1,1197
575,Ford Figo Diesel,2.75,2014,57000,Diesel,Manual,20.0,1399
576,Mahindra Bolero DI,2.55,2010,120000,Diesel,Manual,13.6,2523
577,Honda Amaze S,6.51,2019,23000,Petrol,Manual,19.5,1199
578,Hyundai i20 1.4,5.49,2017,42000,Diesel,Manual,23.0,1396
579,Maruti Wagon R,3.75,2016,26000,Petrol,Manual,18.9,998
580,Maruti Swift Dzire,3.15,2011,70000,Petrol,Manual,17.5,1298
581,Honda City i,9.0,2016,5000,Petrol,Manual,17.8,1497
582,Tata Nexon 1.2,7.0,2018,60000,Petrol,Manual,17.0,1198
583,Maruti Baleno Zeta,5.9,2017,25000,Petrol,Manual,21.4,1197
584,Honda City 1.5,2.95,2009,59915,Petrol,Manual,17.0,1497
585,Hyundai i20 1.2,5.84,2018,50000,Petrol,Manual,18.6,1197
586,Maruti Swift Dzire,3.5,2015,120000,Petrol,Manual,20.85,1197
587,Maruti Ertiga BSIV,6.35,2016,30000,Petrol,Manual,17.5,1373
588,Maruti Swift VXI,4.5,2013,13000,Petrol,Manual,18.6,1197
589,Ford Ecosport 1.5,4.6,2014,60000,Diesel,Manual,22.7,1498
590,Honda City i-VTEC,8.0,2018,41000,Petrol,Manual,17.4,1497
591,BMW 5 Series,9.99,2011,85000,Diesel,Automatic,18.48,1995
592,Hyundai i20 Asta,5.4,2016,55000,Diesel,Manual,22.54,1396
593,Mercedes-Benz C-Class C,9.0,2011,60000,Petrol,Automatic,11.74,1796
594,Renault KWID RXT,3.0,2017,30000,Petrol,Manual,25.17,799
595,Ford Ecosport 2015-2021,3.5,2013,98813,Diesel,Manual,22.77,1498
596,Maruti Alto 800,1.98,2016,120000,Petrol,Manual,22.74,796
597,Ford Ecosport 2015-2021,6.3,2016,27000,Petrol,Manual,15.85,1499
598,Maruti Swift VXI,4.5,2015,30000,Petrol,Manual,20.4,1197
599,Hyundai Grand i10,4.04,2015,50283,Petrol,Manual,18.9,1197
600,Honda City 1.5,3.0,2010,80000,Petrol,Manual,17.0,1497
601,Hyundai i20 Asta,4.5,2014,110000,Petrol,Manual,18.5,1197
602,Datsun GO T,4.3,2018,21500,Petrol,Manual,20.63,1198
603,Maruti Alto 800,2.35,2016,50000,Petrol,Manual,22.74,796
604,Maruti Baleno Delta,5.8,2018,20000,Petrol,Manual,21.4,1197
605,Renault KWID 1.0,3.67,2018,20000,Petrol,Manual,23.01,999
606,Datsun GO Plus,4.25,2017,24000,Petrol,Manual,19.44,1198
607,Tata Tiago 1.2,5.7,2019,15000,Petrol,Manual,23.84,1199
608,Hyundai Santro Sportz,5.8,2019,4540,Petrol,Automatic,20.3,1086
609,Hyundai Grand i10,5.2,2018,41000,Petrol,Manual,18.9,1197
610,Maruti Swift VXI,4.25,2014,75727,Petrol,Manual,21.21,1197
611,Maruti Baleno Alpha,6.8,2018,20000,Petrol,Manual,21.4,1197
612,Hyundai i20 Magna,6.25,2019,20000,Petrol,Manual,18.6,1197
613,Honda City V,3.6,2010,49000,Petrol,Manual,17.4,1497
614,Mahindra Scorpio VLX,4.8,2011,137000,Diesel,Automatic,11.79,2179
615,Maruti Baleno Alpha,7.5,2019,5808,Petrol,Manual,21.01,1197
616,Maruti Baleno Alpha,6.9,2017,8245,Petrol,Manual,21.4,1197
617,Ford Ecosport 2015-2021,5.3,2015,69997,Diesel,Manual,23.0,1498
618,Hyundai Santro Sportz,5.0,2019,10000,Petrol,Manual,20.3,1086
619,Maruti Eeco 5,3.4,2019,13000,Petrol,Manual,15.37,1196
620,Maruti Wagon R,3.75,2018,60000,Petrol,Manual,20.51,998
621,Honda Amaze S,5.0,2017,28000,Petrol,Manual,17.8,1198
622,Honda City 1.5,3.0,2011,50000,Petrol,Manual,17.0,1497
623,Mahindra XUV500 W8,5.8,2013,63000,Diesel,Manual,15.1,2179
624,Maruti Wagon R,1.25,2008,110000,Petrol,Manual,18.9,1061
625,Mahindra Scorpio LX,6.0,2012,110000,Diesel,Manual,12.05,2179
626,Datsun GO T,2.35,2016,50000,Petrol,Manual,20.63,1198
627,Maruti Wagon R,2.3,2012,20000,Petrol,Manual,18.9,998
628,Renault Triber RXL,5.5,2019,10000,Petrol,Manual,20.0,999
629,Maruti Alto 800,2.5,2014,35000,Petrol,Manual,22.74,796
630,Ford Aspire 1.2,5.25,2016,20000,Petrol,Manual,18.16,1196
631,Honda City VX,4.8,2013,42462,Petrol,Manual,17.8,1498
632,Honda Amaze VX,7.85,2020,12000,Petrol,Manual,18.6,1199
633,Honda City i,5.6,2014,70000,Petrol,Manual,17.4,1497
634,Hyundai i20 Sportz,6.9,2019,12973,Petrol,Manual,18.6,1197
635,Ford Ecosport 2015-2021,8.75,2018,16000,Petrol,Manual,17.0,1497
636,Bentley Continental GT,1.45,2012,9000,Petrol,Automatic,9.5,5998
637,Maruti Swift Dzire,3.5,2012,55236,Petrol,Manual,19.1,1197
638,Honda WR-V i-DTEC,9.75,2019,10000,Diesel,Manual,25.5,1498
639,Honda City ZX,9.7,2017,49000,Petrol,Automatic,17.4,1497
640,Mahindra Thar 4X4,5.45,2013,45000,Diesel,Manual,16.55,2498
641,Maruti Swift VXI,5.1,2016,80000,Petrol,Manual,20.4,1197
642,Mahindra Scorpio 1.99,8.5,2015,35000,Diesel,Manual,15.4,1997
643,Ford Aspire 1.5,4.75,2015,42000,Diesel,Manual,25.83,1498
644,Honda Civic 1.8,3.2,2007,60000,Petrol,Automatic,12.9,1799
645,Maruti Baleno Alpha,6.75,2018,19000,Petrol,Manual,21.01,1197
646,Maruti Celerio X,5.0,2019,50000,Petrol,Manual,21.63,998
647,Skoda Rapid 1.6,7.0,2018,40000,Petrol,Automatic,14.84,1598
648,Maruti Celerio VXI,2.5,2014,110000,Petrol,Automatic,23.1,998
649,Maruti Ertiga LXI,5.25,2015,72909,Petrol,Manual,19.01,1462
650,Hyundai Creta 1.6,9.6,2017,38425,Diesel,Manual,19.67,1582
651,Hyundai i20 1.2,7.0,2018,50000,Petrol,Manual,18.6,1197
652,Maruti Celerio VXI,3.15,2014,76000,Petrol,Manual,23.1,998
653,Hyundai Verna CRDi,2.15,2008,120000,Diesel,Manual,16.8,1493
654,Hyundai Grand i10,4.9,2017,22000,Petrol,Manual,18.9,1197
655,Ford Figo Diesel,2.4,2013,145000,Diesel,Manual,20.0,1399
656,Maruti Ertiga VXI,5.25,2014,22681,Petrol,Manual,16.02,1373
657,Volkswagen Vento 1.6,3.9,2014,96000,Petrol,Manual,15.04,1598
658,Hyundai i20 1.2,5.75,2017,27000,Petrol,Manual,18.6,1197
659,Hyundai i20 Asta,5.5,2014,57212,Diesel,Manual,22.54,1396
660,Hyundai i20 Sportz,4.0,2014,50000,Petrol,Manual,18.6,1197
661,Hyundai i20 1.2,6.6,2018,50000,Petrol,Manual,18.6,1197
662,Maruti Dzire VXI,6.5,2020,8000,Petrol,Manual,23.26,1197
663,Mahindra XUV500 W8,9.0,2014,120000,Diesel,Manual,15.1,2179
664,Maruti Swift Dzire,6.25,2017,15659,Petrol,Manual,21.21,1197
665,Maruti Wagon R,4.0,2015,50000,Petrol,Manual,20.51,998
666,Renault KWID RXT,2.5,2016,80000,Petrol,Manual,25.17,799
667,Hyundai Venue SX,9.5,2019,3800,Petrol,Manual,18.27,998
668,Honda Amaze S,5.1,2016,54000,Petrol,Manual,18.0,1198
669,Maruti Celerio ZXI,3.45,2017,25000,Petrol,Manual,23.1,998
670,Volkswagen Polo Petrol,2.35,2010,61000,Petrol,Manual,16.47,1198
671,Renault KWID 1.0,3.0,2016,25000,Petrol,Manual,23.01,999
672,Maruti Wagon R,2.25,2011,64000,CNG,Manual,26.2,998
673,Maruti Swift LXi,2.91,2012,51000,Petrol,Manual,16.1,1197
674,Honda City i,6.2,2015,40000,Diesel,Manual,25.1,1498
675,Maruti Swift Dzire,3.7,2013,48987,Petrol,Manual,19.1,1197
676,Maruti Swift VXI,3.9,2013,30000,Petrol,Manual,18.6,1197
677,Mahindra XUV500 2011-2015,5.5,2012,80000,Diesel,Manual,15.1,2179
678,Mahindra Bolero DI,2.3,2008,90000,Diesel,Manual,13.6,2523
679,Ford Figo Diesel,2.5,2013,100000,Diesel,Manual,20.0,1399
680,Volkswagen Vento TSI,5.75,2014,42000,Petrol,Automatic,16.93,1197
681,Maruti Wagon R,3.8,2017,32013,CNG,Manual,33.54,998
682,Mahindra Scorpio EX,5.0,2013,120000,Diesel,Manual,14.0,2523
683,Maruti Ciaz 1.4,7.75,2017,44000,Petrol,Manual,20.73,1373
684,Maruti Swift LXI,3.2,2014,40000,Petrol,Manual,20.4,1197
685,Maruti Swift Dzire,7.0,2018,5000,Petrol,Automatic,21.21,1197
686,Mahindra Scorpio S2,8.0,2015,80000,Diesel,Manual,15.4,2523
687,Maruti Swift LXI,5.3,2019,23414,Petrol,Manual,22.0,1197
688,Maruti Wagon R,3.5,2015,15000,Petrol,Manual,20.51,998
689,Mahindra XUV500 W8,7.99,2015,50000,Diesel,Manual,16.0,2179
690,Hyundai Verna CRDi,3.5,2009,110000,Diesel,Manual,18.1,1493
691,Mahindra Bolero 2011-2019,6.2,2019,30000,Diesel,Manual,15.96,2523
692,Mercedes-Benz E-Class E,8.9,2012,67000,Diesel,Automatic,10.0,2148
693,Maruti Celerio VXI,3.5,2014,23970,Petrol,Manual,23.1,998
694,Tata Tiago 1.2,3.8,2017,60000,Petrol,Manual,23.84,1199
695,Maruti Swift Dzire,4.9,2015,50000,Petrol,Manual,22.0,1197
696,Honda City 1.5,3.25,2010,68000,Petrol,Manual,17.0,1497
697,Hyundai i20 Asta,5.9,2015,70000,Diesel,Manual,22.54,1396
698,Tata Safari 2005-2017,4.5,2012,68240,Diesel,Manual,13.93,2956
699,Hyundai Creta 1.4,8.75,2017,51000,Diesel,Manual,22.1,1396
700,Hyundai Grand i10,4.5,2015,50000,Petrol,Manual,18.9,1197
701,Hyundai Creta 1.4,8.5,2017,60000,Diesel,Manual,21.38,1396
702,Maruti Ertiga VXI,8.3,2020,4500,Petrol,Manual,19.01,1462
703,Mahindra XUV500 W8,8.29,2016,100000,Diesel,Manual,16.0,2179
704,Hyundai Verna 1.6,4.5,2012,50000,Petrol,Manual,17.1,1591
705,Hyundai Grand i10,5.0,2018,31799,Petrol,Manual,18.9,1197
