,full_name,selling_price,year,km_driven,fuel_type,transmission_type,mileage,engine
880,Hyundai Elantra CRDi,8.75,2015,59000,Diesel,Manual,22.7,1582
881,Maruti Swift Dzire,4.5,2017,110000,CNG,Manual,19.0,1197
882,Skoda Superb 1.8,4.79,2011,54000,Petrol,Manual,13.14,1798
883,Datsun redi-GO AMT,3.75,2018,5986,Petrol,Automatic,22.0,999
884,Hyundai Verna 1.6,7.0,2014,100000,Diesel,Manual,22.32,1582
885,Hyundai i20 1.2,6.0,2015,18000,Petrol,Manual,18.6,1197
886,Maruti Ertiga VXI,8.15,2018,62000,Petrol,Manual,19.34,1462
887,Maruti Ertiga VXI,8.55,2018,26938,CNG,Manual,17.5,1373
888,Hyundai Verna 1.6,4.5,2012,55000,Diesel,Manual,22.32,1582
889,Hyundai i20 Asta,3.25,2011,115000,Petrol,Manual,18.5,1197
890,Mahindra KUV 100,4.0,2016,53000,Petrol,Manual,18.15,1198
891,Hyundai i20 Asta,5.89,2015,31695,Petrol,Manual,18.6,1197
892,Mercedes-Benz E-Class 280,8.51,2009,71000,Diesel,Automatic,14.21,2143
893,Hyundai i20 1.2,3.19,2011,25590,Petrol,Manual,17.0,1197
894,Maruti Wagon R,2.85,2012,42710,Petrol,Manual,18.9,998
895,Honda Jazz V,7.4,2018,30000,Petrol,Manual,18.2,1199
896,Mahindra XUV500 W4,7.75,2014,43943,Diesel,Manual,15.1,2179
897,Maruti Wagon R,3.8,2014,43000,Petrol,Manual,20.51,998
898,Hyundai Grand i10,4.5,2016,29901,Petrol,Manual,18.9,1197
899,Maruti Alto 800,2.1,2015,70000,Petrol,Manual,22.74,796
900,Mahindra Thar CRDe,8.5,2018,40000,Diesel,Manual,16.55,2498
901,Volkswagen Vento 1.2,6.9,2016,43000,Petrol,Automatic,18.19,1197
902,Mercedes-Benz C-Class C,8.99,2010,78000,Petrol,Automatic,11.74,1796
903,Maruti Wagon R,1.75,2008,80000,Petrol,Manual,18.9,1061
904,Hyundai i20 Asta,5.35,2015,52000,Petrol,Manual,18.6,1197
905,Maruti Alto 800,2.55,2015,34000,Petrol,Manual,22.74,796
906,Honda Amaze VX,4.35,2013,164000,Diesel,Manual,25.8,1498
907,Renault KWID 1.0,3.6,2017,33000,Petrol,Manual,23.01,999
908,Maruti Swift AMT,6.3,2018,25000,Petrol,Automatic,22.0,1197
909,Hyundai i20 1.2,3.2,2011,80000,Petrol,Manual,18.5,1197
910,Maruti Celerio ZXI,4.85,2017,15500,Petrol,Automatic,23.1,998
911,Skoda Superb 3.6,4.99,2009,68387,Petrol,Automatic,12.0,3597
912,Ford Ecosport 2015-2021,9.79,2019,67000,Diesel,Manual,23.0,1498
913,Maruti Wagon R,4.5,2015,50000,CNG,Manual,26.6,998
914,Hyundai Grand i10,5.4,2016,40125,Petrol,Manual,18.9,1197
915,Hyundai Grand i10,5.75,2019,15000,Petrol,Manual,18.9,1197
916,Ford Ecosport 2015-2021,7.0,2017,26000,Diesel,Manual,23.0,1498
917,Maruti Wagon R,1.75,2008,55000,Petrol,Manual,21.79,998
918,Maruti Wagon R,1.1,2005,138008,Petrol,Manual,18.9,998
919,Honda Amaze E,5.75,2018,41612,Petrol,Manual,17.8,1198
920,Hyundai i20 1.4,3.25,2011,89000,Petrol,Automatic,15.0,1396
921,Mahindra XUV500 W8,6.0,2012,200000,Diesel,Manual,15.1,2179
922,Maruti Celerio VXI,4.45,2016,16000,Petrol,Automatic,23.1,998
923,Maruti Ertiga VXI,8.2,2017,30900,CNG,Manual,17.5,1373
924,Hyundai Verna SX,4.95,2012,71452,Diesel,Automatic,19.08,1582
925,Ford Figo 1.5D,5.5,2015,52000,Diesel,Manual,25.83,1498
926,Ford Ecosport 2015-2021,8.0,2015,60000,Diesel,Manual,22.77,1498
927,Honda City i,8.5,2016,100000,Diesel,Manual,26.0,1498
928,Renault KWID RXT,2.99,2016,35000,Petrol,Manual,25.17,799
929,Tata Tiago 2019-2020,3.1,2018,14902,Petrol,Manual,23.84,1199
930,Toyota Fortuner 4x4,9.9,2011,79431,Diesel,Manual,12.55,2982
931,Maruti Swift Dzire,4.7,2013,21000,Petrol,Manual,17.5,1298
932,Honda Amaze E,3.9,2013,54642,Diesel,Manual,25.8,1498
933,Hyundai i10 Sportz,2.9,2010,77739,Petrol,Automatic,16.95,1197
934,Hyundai Grand i10,5.96,2018,31025,Petrol,Automatic,18.9,1197
935,Volkswagen Vento 1.6,8.75,2019,4200,Petrol,Manual,15.04,1598
936,Hyundai i20 1.2,3.1,2012,90000,Petrol,Manual,17.0,1197
937,Ford Figo 1.2P,3.55,2015,20319,Petrol,Manual,18.16,1196
938,Hyundai i20 2015-2017,5.4,2016,50000,Petrol,Manual,18.6,1197
939,Maruti Wagon R,3.5,2016,60000,Petrol,Manual,20.51,998
940,Hyundai i20 Magna,3.25,2013,33000,Petrol,Manual,18.5,1197
941,Mahindra XUV500 W4,9.25,2015,57000,Diesel,Manual,16.0,1997
942,Maruti Ciaz VXi,5.55,2014,43612,Petrol,Manual,20.73,1373
943,Hyundai i20 Diesel,8.4,2018,49000,Diesel,Manual,22.54,1396
944,Maruti Ertiga VXI,7.75,2016,43000,CNG,Manual,17.5,1373
945,Honda City i,9.5,2017,19900,Petrol,Manual,17.8,1497
946,Maruti Baleno Delta,5.7,2015,47000,Petrol,Manual,21.4,1197
947,Maruti Wagon R,2.75,2011,75000,CNG,Manual,26.6,998
948,Tata Tiago 1.2,4.9,2019,35000,Petrol,Manual,23.84,1199
949,Ford Figo 1.5D,4.0,2016,145000,Diesel,Manual,25.83,1498
950,Honda City i,5.1,2015,30000,Petrol,Manual,17.8,1497
951,Volkswagen Polo 1.0,6.55,2018,14000,Petrol,Manual,18.24,999
952,Renault KWID RXT,3.5,2017,15000,Petrol,Manual,25.17,799
953,Honda Jazz 1.2,5.0,2016,10000,Petrol,Manual,18.7,1199
954,Honda City i,5.4,2014,70000,Diesel,Manual,26.0,1498
955,Hyundai i20 Sportz,6.5,2016,50507,Petrol,Manual,18.6,1197
956,Honda City i,6.25,2014,73000,Diesel,Manual,26.0,1498
957,Maruti Wagon R,3.35,2013,83000,Petrol,Manual,18.9,998
958,Maruti Wagon R,3.5,2015,40000,Petrol,Manual,20.51,998
959,Hyundai Grand i10,5.0,2017,32212,Petrol,Manual,18.9,1197
960,Maruti Swift VXI,3.25,2011,70000,Petrol,Manual,18.6,1197
961,Hyundai i20 1.2,3.85,2012,36000,Petrol,Manual,17.0,1197
962,Mahindra KUV 100,3.9,2017,50000,Petrol,Manual,18.15,1198
963,Volkswagen Polo 2015-2019,6.65,2016,45000,Petrol,Automatic,17.21,1197
964,Maruti Wagon R,2.35,2011,48000,Petrol,Manual,18.9,998
965,Tata Tigor 1.2,5.5,2018,60000,Petrol,Manual,20.3,1199
966,Maruti Swift VXI,4.5,2015,78000,Petrol,Manual,18.6,1197
967,Toyota Camry A/T,4.0,2008,138000,Petrol,Automatic,12.1,2362
968,Hyundai Verna 1.6,6.25,2013,51000,Diesel,Manual,22.32,1582
969,Hyundai i20 Sportz,4.3,2014,62000,Diesel,Manual,21.9,1396
970,Honda City 1.5,2.35,2009,120000,Petrol,Manual,17.0,1497
971,Hyundai i20 1.2,3.3,2012,24600,Petrol,Manual,17.0,1197
972,Maruti Baleno Alpha,8.25,2018,17947,Petrol,Automatic,21.4,1197
973,Maruti Wagon R,3.0,2013,62500,Petrol,Manual,21.79,998
974,Hyundai Santro Magna,5.5,2019,4700,Petrol,Automatic,20.3,1086
975,Ford Figo Petrol,2.69,2012,46573,Petrol,Manual,15.6,1196
976,Maruti Ertiga BSIV,7.65,2016,68500,Petrol,Automatic,17.03,1373
977,Hyundai Grand i10,5.1,2016,20000,Petrol,Manual,18.9,1197
978,Honda City 2017-2020,3.5,2007,70000,Petrol,Manual,17.7,1497
979,Tata Tiago 1.2,4.9,2017,20000,Petrol,Manual,23.84,1199
980,Maruti Alto 800,2.55,2017,90000,Petrol,Manual,24.7,796
981,Maruti Swift VXI,5.75,2017,36000,Petrol,Manual,21.21,1197
982,Mahindra XUV500 W4,8.0,2014,72125,Diesel,Manual,15.1,2179
983,Mercedes-Benz E-Class 200,4.99,2007,85250,Petrol,Automatic,10.5,1796
984,Maruti Wagon R,3.11,2013,55149,Petrol,Manual,20.51,998
985,Volkswagen Polo GT,7.6,2018,22000,Petrol,Automatic,17.21,1197
986,Skoda Octavia Elegance,9.9,2015,110000,Petrol,Automatic,14.7,1798
987,Mercedes-Benz C-Class C,9.5,2010,67900,Diesel,Automatic,14.94,2143
988,Mercedes-Benz S-Class S,1.1,2016,41000,Petrol,Automatic,7.81,5461
989,Maruti Swift Dzire,6.0,2016,30000,Petrol,Manual,17.5,1298
990,Honda Amaze VX,4.99,2015,65445,Petrol,Manual,18.0,1198
991,Honda Amaze S,3.93,2013,31497,Petrol,Manual,18.0,1198
992,Maruti Baleno Zeta,6.65,2018,26600,Petrol,Manual,21.01,1197
993,Hyundai i20 Sportz,7.1,2019,5000,Petrol,Manual,18.6,1197
994,Renault KWID 1.0,3.85,2018,10000,Petrol,Manual,23.01,999
995,Hyundai i20 1.4,4.25,2013,62000,Diesel,Manual,21.9,1396
996,Hyundai Grand i10,4.38,2016,42845,Petrol,Manual,18.9,1197
997,Maruti Swift Dzire,4.5,2018,115000,CNG,Manual,26.55,1197
998,Maruti Baleno Delta,6.25,2017,34428,Petrol,Manual,21.4,1197
999,Maruti Baleno Alpha,6.2,2016,49551,Petrol,Manual,21.4,1197
1000,Honda City i-VTEC,8.5,2017,44897,Petrol,Automatic,18.0,1497
1001,Mahindra Scorpio SLE,4.6,2011,105000,Diesel,Manual,12.05,2179
1002,Maruti Baleno Alpha,7.0,2017,43000,Petrol,Manual,21.4,1197
1003,Maruti Wagon R,3.75,2016,51000,CNG,Manual,26.6,998
1004,Hyundai i20 Asta,6.29,2016,27884,Petrol,Manual,18.6,1197
1005,Hyundai i20 1.4,6.8,2017,37000,Diesel,Manual,22.54,1396
1006,Hyundai i20 Magna,3.4,2011,23000,Petrol,Manual,18.5,1197
1007,Mahindra Thar DI,7.71,2018,11000,Diesel,Manual,18.06,2523
1008,Volkswagen Polo 2015-2019,8.75,2018,27000,Petrol,Automatic,17.21,1197
1009,Maruti Ertiga CNG,7.4,2017,65000,CNG,Manual,26.08,1462
1010,Maruti Eeco CNG,1.9,2010,40000,CNG,Manual,21.94,1196
1011,Hyundai i20 Magna,5.25,2016,75000,Petrol,Manual,18.6,1197
1012,Hyundai i20 Sportz,4.0,2013,130000,Diesel,Manual,21.9,1396
1013,Renault KWID AMT,3.45,2017,54000,Petrol,Automatic,24.04,999
1014,Maruti Alto 800,3.1,2017,9210,Petrol,Manual,24.7,796
1015,Maruti Ignis 1.2,5.76,2018,25000,Petrol,Manual,20.89,1197
1016,Mahindra Bolero DI,1.0,2003,120000,Diesel,Manual,13.6,2523
1017,Maruti Wagon R,3.8,2014,101200,Petrol,Manual,18.9,998
1018,Ford Figo Diesel,2.75,2011,55500,Diesel,Manual,20.0,1399
1019,Honda City 1.3,1.0,2003,177000,Petrol,Manual,11.7,1343
1020,Skoda Rapid 1.6,4.9,2014,29000,Petrol,Manual,15.0,1598
1021,Datsun RediGO S,3.4,2018,15000,Petrol,Manual,22.7,799
1022,Volkswagen Polo 1.2,5.3,2016,30000,Petrol,Manual,16.2,1199
1023,Hyundai Grand i10,5.1,2018,15914,Petrol,Manual,18.9,1197
1024,Mahindra XUV500 W8,8.8,2015,72000,Diesel,Manual,15.1,2179
1025,Maruti Eeco CNG,3.85,2015,60200,CNG,Manual,21.94,1196
1026,Hyundai Verna 1.6,4.48,2012,32472,Petrol,Manual,17.01,1591
1027,Honda City i,6.65,2016,57116,Petrol,Manual,17.4,1497
1028,Jeep Compass 2.0,8.0,2018,20000,Diesel,Manual,17.1,1956
1029,Volkswagen Polo 2015-2019,5.95,2018,15000,Petrol,Manual,18.78,999
1030,Hyundai Venue SX,9.75,2019,16000,Petrol,Manual,18.27,998
1031,Hyundai Elantra CRDi,7.0,2013,80000,Diesel,Manual,22.7,1582
1032,Hyundai i20 Magna,4.45,2013,7268,Petrol,Manual,18.5,1197
1033,Maruti Ertiga VXI,5.85,2013,41000,Petrol,Manual,16.02,1373
1034,Volkswagen Polo Petrol,3.5,2013,60000,Petrol,Manual,16.47,1198
1035,Honda City V,6.75,2015,66996,Petrol,Manual,17.4,1497
1036,Maruti Baleno Alpha,6.77,2017,17865,Petrol,Manual,21.4,1197
1037,Tata Nexon 1.5,8.85,2018,12000,Diesel,Manual,21.5,1497
1038,Maruti Wagon R,5.45,2019,7800,Petrol,Manual,21.5,1197
1039,Honda City i,6.91,2014,117000,Diesel,Manual,25.1,1498
1040,Honda City i,7.25,2014,39000,Diesel,Manual,25.1,1498
1041,Maruti Baleno Alpha,8.25,2018,9600,Petrol,Automatic,19.56,1197
1042,Mahindra XUV500 W4,7.76,2015,76000,Diesel,Manual,16.0,1997
1043,Maruti Swift Dzire,6.25,2017,81000,Petrol,Manual,20.85,1197
1044,Hyundai Santro Sportz,5.65,2019,20660,CNG,Manual,30.48,1086
1045,Maruti Baleno Alpha,6.62,2017,26251,Petrol,Manual,21.4,1197
1046,Maruti Wagon R,1.5,2009,70000,Petrol,Manual,18.9,1061
1047,Tata Nexon 1.5,9.6,2018,21000,Diesel,Automatic,21.5,1497
1048,Mahindra XUV500 W8,8.49,2015,43000,Diesel,Manual,15.1,2179
1049,Hyundai i20 1.2,3.1,2010,100000,Petrol,Manual,17.0,1197
1050,Mahindra Scorpio S6,8.51,2014,60000,Diesel,Manual,15.4,2179
1051,Hyundai Grand i10,4.15,2015,75000,Petrol,Manual,18.9,1197
1052,Maruti Wagon R,2.0,2011,120000,CNG,Manual,26.2,998
1053,Hyundai i10 Sportz,3.45,2014,73000,Petrol,Manual,20.36,1197
1054,Honda Jazz 1.2,7.25,2018,15000,Petrol,Automatic,19.0,1199
1055,Honda Amaze S,4.5,2013,29500,Diesel,Manual,25.8,1498
1056,Skoda Superb 1.8,3.75,2011,61000,Petrol,Manual,13.14,1798
1057,Honda Jazz 1.2,5.61,2015,15000,Petrol,Manual,18.7,1199
1058,Maruti Wagon R,5.05,2017,15000,Petrol,Automatic,20.51,998
1059,Honda City 2017-2020,1.75,2007,85000,Petrol,Manual,17.7,1497
1060,Hyundai Verna SX,7.51,2016,63000,Diesel,Automatic,21.3,1493
1061,Ford Figo Petrol,2.95,2013,34000,Petrol,Manual,15.6,1196
1062,Volkswagen Vento 1.2,4.99,2014,45260,Petrol,Automatic,18.19,1197
1063,Maruti Ertiga VXI,6.85,2015,31000,CNG,Manual,22.8,1373
1064,Honda City 1.5,2.9,2009,67500,Petrol,Automatic,16.8,1497
1065,Volkswagen Polo 2015-2019,6.8,2016,22500,Petrol,Automatic,17.21,1197
1066,Hyundai Grand i10,4.5,2016,47500,Petrol,Manual,18.9,1197
1067,Maruti Alto 800,1.8,2013,60000,Petrol,Manual,22.74,796
1068,Mahindra Bolero 2011-2019,4.48,2011,31000,Diesel,Manual,16.5,1493
1069,Maruti Wagon R,3.25,2015,48000,CNG,Manual,26.6,998
1070,Maruti Ciaz AT,6.9,2016,59000,Petrol,Automatic,19.12,1373
1071,Ford Ecosport 2015-2021,6.11,2015,71893,Diesel,Manual,21.7,1498
1072,Mahindra KUV100 NXT,5.7,2019,15000,Petrol,Manual,18.15,1198
1073,Volkswagen Vento 1.2,4.75,2013,51500,Petrol,Automatic,16.93,1197
1074,Maruti Swift Dzire,3.24,2011,120000,Petrol,Manual,21.21,1197
1075,Hyundai Grand i10,4.4,2014,36000,Petrol,Manual,18.9,1197
1076,Maruti Celerio VXi,4.5,2016,16393,Petrol,Automatic,21.63,998
1077,Volkswagen Polo 1.2,5.2,2017,13500,Petrol,Manual,18.78,1198
1078,Mahindra Scorpio S10,9.25,2015,82000,Diesel,Manual,15.4,2179
1079,Mahindra KUV 100,4.5,2017,20000,Petrol,Manual,18.15,1198
1080,Honda City i,6.5,2015,65122,Diesel,Manual,26.0,1498
1081,Maruti Wagon R,3.4,2014,87500,CNG,Manual,26.2,998
1082,Maruti Baleno Delta,6.25,2018,17000,Petrol,Manual,21.4,1197
1083,Hyundai Grand i10,4.8,2015,13000,Petrol,Manual,18.9,1197
1084,Maruti Ciaz 1.4,8.1,2018,20286,Petrol,Manual,20.73,1373
1085,Maruti Swift VXI,5.75,2016,30000,Petrol,Manual,22.0,1197
1086,Maruti Alto 800,3.3,2017,33000,Petrol,Manual,24.7,796
1087,Hyundai i20 Asta,4.0,2013,80000,Petrol,Manual,18.5,1197
1088,Honda City 1.5,3.75,2010,105000,Petrol,Automatic,16.8,1497
1089,Honda City 2017-2020,2.25,2007,62683,Petrol,Automatic,16.4,1497
1090,Volkswagen Polo GT,5.35,2014,53000,Petrol,Automatic,17.21,1197
1091,Maruti Swift VXI,4.25,2014,41305,Petrol,Manual,22.0,1197
1092,Renault KWID Climber,4.11,2017,36000,Petrol,Automatic,24.04,999
1093,Maruti Wagon R,3.0,2012,30000,Petrol,Manual,18.9,998
1094,Maruti Wagon R,2.65,2013,57000,CNG,Manual,32.52,998
1095,Toyota Glanza V,8.9,2019,9000,Petrol,Automatic,19.56,1197
1096,Maruti Swift VXI,4.5,2015,20000,Petrol,Manual,20.4,1197
1097,Ford Figo Petrol,2.9,2015,26000,Petrol,Manual,15.6,1196
1098,Honda WR-V i-VTEC,7.5,2017,27724,Petrol,Manual,17.5,1199
1099,Hyundai i20 1.2,3.1,2012,48000,Petrol,Manual,17.0,1197
1100,Honda Amaze S,4.75,2015,61058,Diesel,Manual,25.8,1498
1101,Renault KWID RXL,3.31,2018,15000,Petrol,Manual,25.17,799
1102,Maruti Baleno Alpha,6.15,2016,37072,Petrol,Manual,21.4,1197
1103,BMW 3 Series,8.5,2011,51000,Diesel,Automatic,16.07,1995
1104,Mahindra Bolero DI,2.5,2007,120000,Diesel,Manual,13.6,2523
1105,Maruti Swift ZXI,7.0,2018,16000,Petrol,Manual,22.0,1197
1106,Honda Amaze S,4.25,2013,121877,Diesel,Manual,24.7,1498
1107,Maruti Wagon R,2.75,2012,80000,Petrol,Manual,18.9,998
1108,Maruti Swift VXI,3.11,2010,82000,Petrol,Manual,22.0,1197
1109,Honda City i,8.2,2015,23461,Petrol,Automatic,18.0,1497
1110,Honda Jazz 1.2,7.35,2017,19000,Petrol,Automatic,19.0,1199
1111,Skoda Rapid 1.6,4.65,2014,62063,Petrol,Automatic,14.3,1598
1112,Maruti Wagon R,3.72,2015,33766,Petrol,Manual,20.51,998
1113,Volkswagen Vento Petrol,4.25,2012,71000,Petrol,Manual,15.04,1598
1114,Honda City V,6.25,2015,51000,Petrol,Manual,17.4,1497
1115,Tata Nexon 1.5,7.25,2018,50000,Diesel,Manual,21.5,1497
1116,Maruti Celerio Green,3.1,2014,91000,CNG,Manual,31.79,998
1117,Maruti Eeco 5,2.5,2014,161209,Petrol,Manual,15.37,1196
1118,Maruti Ciaz AT,7.25,2016,33000,Petrol,Automatic,19.12,1373
1119,Hyundai i20 1.2,7.0,2017,10000,Petrol,Manual,18.6,1197
1120,Honda Jazz 1.2,6.5,2017,32714,Petrol,Manual,18.7,1199
1121,Tata Tiago 1.2,5.5,2019,10000,Petrol,Manual,23.84,1199
1122,Mahindra Bolero 2011-2019,6.3,2016,80000,Diesel,Manual,15.96,2523
1123,Volkswagen Vento Petrol,3.35,2011,45000,Petrol,Manual,15.04,1598
1124,Maruti Ertiga VXI,8.0,2017,53393,CNG,Manual,17.5,1373
1125,Maruti Swift VXI,4.0,2013,97000,Petrol,Manual,18.6,1197
1126,Datsun GO A,2.95,2016,29823,Petrol,Manual,20.63,1198
1127,Maruti Wagon R,2.45,2011,48000,Petrol,Manual,21.79,998
1128,Honda City i,6.15,2015,42000,Petrol,Manual,17.8,1497
1129,Maruti Swift Dzire,4.3,2012,58000,Petrol,Manual,19.1,1197
1130,Maruti Ignis Zeta,6.0,2019,9343,Petrol,Automatic,20.89,1197
1131,Mahindra KUV 100,3.5,2017,70000,Petrol,Manual,18.15,1198
1132,Maruti Wagon R,4.15,2016,22000,CNG,Manual,26.6,998
1133,Hyundai Creta 1.6,8.2,2016,27700,Petrol,Manual,15.29,1591
1134,Mahindra XUV500 W4,6.0,2013,60000,Diesel,Manual,15.1,2179
1135,Maruti Swift AMT,6.0,2018,35000,Petrol,Automatic,21.21,1197
1136,Hyundai i20 Sportz,5.5,2016,85000,Diesel,Manual,22.54,1396
1137,Maruti Alto 800,3.0,2016,9223,Petrol,Manual,22.74,796
1138,Hyundai Verna 1.6,9.25,2017,45910,Diesel,Manual,23.9,1582
1139,Tata Nexon 1.2,6.9,2017,17000,Petrol,Manual,17.0,1198
1140,Hyundai Grand i10,4.55,2016,13000,Petrol,Manual,18.9,1197
1141,Ford Aspire 1.2,6.8,2018,5000,Petrol,Manual,18.16,1196
1142,Honda City E,5.24,2015,29000,Petrol,Manual,16.8,1497
1143,Hyundai Grand i10,4.1,2016,198000,Petrol,Manual,18.9,1197
1144,Renault KWID 1.0,3.49,2017,35000,Petrol,Automatic,24.04,999
1145,Honda City SV,7.45,2016,5730,Petrol,Manual,17.4,1497
1146,Maruti Eeco 7,3.8,2019,50000,Petrol,Manual,15.37,1196
1147,Honda City i,7.01,2016,89682,Petrol,Automatic,18.0,1497
1148,Mercedes-Benz E-Class E,9.5,2011,100000,Petrol,Manual,12.3,1796
1149,Honda City i,6.51,2015,67584,Petrol,Manual,17.4,1497
1150,Hyundai Verna 1.6,6.91,2014,56200,Petrol,Manual,17.1,1591
1151,Volkswagen Vento Petrol,3.47,2012,19519,Petrol,Manual,15.04,1598
1152,Hyundai Verna VTVT,9.99,2019,10000,Petrol,Manual,17.0,1591
1153,Maruti Wagon R,3.4,2012,62000,CNG,Manual,33.54,998
1154,Volkswagen Polo GT,6.18,2014,27363,Petrol,Automatic,17.21,1197
1155,Maruti Ertiga VXI,7.85,2017,54688,CNG,Manual,17.5,1373
1156,Maruti Alto 800,2.9,2015,90145,Petrol,Manual,22.74,796
1157,Renault KWID Climber,4.11,2018,15300,Petrol,Manual,23.01,999
1158,Honda City i,5.79,2014,63351,Diesel,Manual,26.0,1498
1159,Datsun GO Plus,3.5,2016,50000,Petrol,Manual,19.44,1198
1160,Honda Jazz 1.2,6.15,2015,41000,Petrol,Automatic,19.0,1199
1161,Hyundai Grand i10,5.21,2017,29000,Petrol,Manual,18.9,1197
1162,Hyundai Verna 1.6,5.35,2012,67000,Diesel,Manual,22.32,1582
1163,Renault KWID AMT,4.0,2017,11000,Petrol,Automatic,24.04,999
1164,Mahindra KUV 100,4.75,2017,42000,Petrol,Manual,18.15,1198
1165,Hyundai i20 Magna,4.25,2014,46500,Petrol,Manual,18.5,1197
1166,Ford Ecosport 2015-2021,7.75,2017,94500,Diesel,Manual,21.7,1498
1167,Hyundai i20 Magna,3.55,2013,26000,Petrol,Manual,18.5,1197
1168,Maruti Wagon R,2.95,2014,135975,CNG,Manual,33.54,998
1169,Hyundai Grand i10,5.5,2017,21000,Petrol,Manual,18.9,1197
1170,Honda Amaze VX,6.0,2015,44000,Diesel,Manual,25.8,1498
1171,Honda City i,8.45,2017,54000,Petrol,Automatic,18.0,1497
1172,Honda WR-V i-VTEC,6.4,2017,44500,Petrol,Manual,17.5,1199
1173,BMW X1 sDrive20d,9.45,2013,180000,Diesel,Automatic,19.62,1998
1174,Honda City i,8.45,2016,47592,Petrol,Automatic,18.0,1497
1175,Hyundai i20 1.2,3.5,2012,36000,Petrol,Manual,18.5,1197
1176,Maruti Swift VXI,4.85,2015,38000,Petrol,Manual,22.0,1197
1177,Hyundai Grand i10,4.75,2015,25000,Petrol,Manual,18.9,1197
1178,Maruti Baleno Alpha,7.89,2017,22000,Petrol,Manual,21.01,1197
1179,Maruti Ciaz Delta,8.3,2019,5000,Petrol,Manual,21.56,1462
1180,Mahindra Scorpio 1.99,9.75,2017,35373,Diesel,Manual,15.4,1997
1181,Hyundai Grand i10,4.5,2014,56229,Petrol,Manual,18.9,1197
1182,Maruti Wagon R,2.95,2012,63000,CNG,Manual,26.2,998
1183,Mahindra Bolero 2011-2019,5.6,2016,120000,Diesel,Manual,15.96,2523
1184,Tata Tiago 1.2,4.0,2016,90000,Petrol,Manual,23.84,1199
1185,Maruti Eeco CNG,3.49,2014,46311,CNG,Manual,21.94,1196
1186,Maruti Wagon R,3.2,2013,40000,Petrol,Manual,18.9,998
1187,Renault KWID 1.0,3.15,2017,18000,Petrol,Manual,23.01,999
1188,Maruti Wagon R,3.7,2014,27000,Petrol,Manual,21.5,1197
1189,Ford Figo Petrol,2.51,2011,44000,Petrol,Manual,15.6,1196
1190,Ford Figo Petrol,2.0,2010,90000,Petrol,Manual,15.6,1196
1191,Honda City 1.5,4.25,2013,61000,Petrol,Manual,17.0,1497
1192,Hyundai i20 Asta,3.8,2013,167200,Diesel,Manual,21.27,1396
1193,Maruti Wagon R,3.51,2013,63000,CNG,Manual,33.54,998
1194,Maruti Ertiga VXI,5.75,2014,34200,Petrol,Manual,16.02,1373
1195,Maruti Swift Dzire,2.75,2010,90000,Petrol,Manual,17.5,1298
1196,Maruti Wagon R,3.2,2013,43779,Petrol,Manual,20.51,998
1197,Maruti Wagon R,4.0,2016,72829,Petrol,Automatic,21.79,998
1198,Honda City 1.5,3.45,2011,59000,Petrol,Manual,17.0,1497
1199,Renault KWID RXT,2.7,2016,25000,Petrol,Manual,25.17,799
1200,Hyundai Santro Sportz,5.75,2019,19000,Petrol,Automatic,20.3,1086
1201,Hyundai i20 1.2,6.99,2018,31868,Petrol,Manual,18.6,1197
1202,Maruti Baleno Alpha,6.75,2017,41526,Petrol,Manual,21.01,1197
1203,Maruti Eeco 5,2.99,2011,34304,Petrol,Manual,16.11,1196
1204,Ford Figo 1.2P,4.16,2018,40000,Petrol,Manual,18.16,1196
1205,Skoda Rapid 1.6,5.25,2014,54000,Petrol,Manual,15.0,1598
1206,Volkswagen Polo 1.2,2.65,2010,45000,Petrol,Manual,16.47,1198
1207,Hyundai i20 Sportz,4.65,2014,94343,Diesel,Manual,21.9,1396
1208,Maruti Ertiga VXI,6.75,2015,57748,CNG,Manual,17.5,1373
1209,Skoda Rapid 1.6,5.75,2015,40418,Petrol,Automatic,14.3,1598
1210,Maruti Wagon R,4.5,2017,51000,Petrol,Automatic,20.51,998
1211,Maruti S-Presso VXI,4.3,2019,8500,Petrol,Manual,21.7,998
1212,Hyundai i20 Magna,6.2,2019,13000,Petrol,Manual,18.6,1197
1213,Hyundai Elantra SX,8.29,2015,49910,Petrol,Automatic,14.5,1797
1214,Honda Amaze S,4.21,2013,80000,Diesel,Manual,25.8,1498
1215,Honda City 1.5,3.0,2009,75000,Petrol,Manual,17.0,1497
1216,Datsun GO Plus,5.5,2018,3300,Petrol,Manual,19.02,1198
1217,Hyundai i20 Magna,3.29,2011,71000,Diesel,Manual,22.54,1396
1218,Maruti Swift VXI,5.21,2016,24000,Petrol,Manual,22.0,1197
1219,Hyundai i20 Sportz,5.25,2015,48488,Petrol,Manual,18.6,1197
1220,Hyundai i20 Petrol,7.0,2019,12000,Petrol,Manual,18.6,1197
1221,Maruti Wagon R,3.75,2016,30000,CNG,Manual,26.2,998
1222,Maruti Swift Dzire,7.95,2018,22000,Petrol,Automatic,21.21,1197
1223,Hyundai i20 Asta,5.5,2015,50000,Petrol,Manual,18.5,1197
1224,Hyundai i20 Sportz,6.85,2016,43000,Diesel,Manual,22.54,1396
1225,Hyundai Grand i10,4.95,2015,75000,Petrol,Automatic,18.9,1197
1226,Skoda Superb Elegance,7.95,2015,59000,Petrol,Manual,13.1,1798
1227,Volkswagen Polo GT,6.65,2016,58000,Petrol,Automatic,17.21,1197
